name;brand;cuisine;website;lng;lat
Aladdin;;kebab;;-0.6179808;44.8000162
O'Malo;;kebab;;6.4640518;48.1815534
Nolia Dova;;italian;;2.045763;48.7849672
Pomme de Pain;Pomme de Pain;sandwich;https://pommedepain.fr/;2.0445726;48.7847458
La voie lactée;;turkish;;2.0457305;48.7849406
Bosfor;;kebab;;6.994936;47.7752117
Joe Burger;;burger;https://joeburger.fr/;2.3492229;48.8451465
Mac diots;;regional,local;https://www.facebook.com/macdiots/;6.6789447;46.0891486
Le petit argentier;;sandwich;;2.3944657;47.0869925
Yakamoz;;kebab;;-1.6730111;48.1051772
McDonald's;McDonald's;burger;;3.9136479;45.0491345
Can;;;;6.4509145;48.1748998
Bunny Pains;;sandwich;;1.6049615;50.7251709
Le Royal;;pizza,kebab,taco;;-0.4650867;46.3216708
Árbol;;mexican;https://www.arbolrestaurant.fr/;-0.5733946;44.8389107
La boutique de Nico;;sandwich,salad;;-0.4635712;46.325686
Oriental Burger;;;;5.927344;45.5662172
Atypique Food;;;;5.9282;45.5663563
Chick'n;;;;5.926586;45.5661732
;;pizza;;5.3378129;47.831751
Paye ta crêpe;;;http://www.payetacrepe.fr/;3.083986;50.3708102
Spicy;;kebab;;-0.5013688;43.8914071
Libshop;;lebanese;https://libshop.paris/;2.3789105;48.8268041
La mauvaise réputation;;regional;;3.6966583;43.3981884
Subway;Subway;sandwich;;2.3581372;48.9163432
Marmara;;kebab;;2.3582473;48.9151565
Subway;Subway;sandwich;http://www.subwayfrance.fr;1.0937888;49.4479237
L'Embuscade;;pizza;;2.3927355;48.9001673
Mitico;;italian;;7.7410492;48.5822489
Royal Asia Best Food;;tandori;;2.3925882;48.9013888
Pizza'Pam;;;;-1.5916155;47.2406497
Jenna Pizza;;pizza;;2.3941101;48.901297
O'Tacos;O'Tacos;mexican;http://www.o-tacos.fr/nos-restaurants/?store_id=24;2.3940824;48.9013291
;;pizza;;2.3940845;48.9033383
Joosbayoo;;;;-0.5330981;44.7951261
Le Palais de la Perse;;persian;;2.3406406;48.8401832
McDonald's;McDonald's;burger;https://www.restaurants.mcdonalds.fr/mcdonalds-champagnole;5.9172035;46.750384
Ang;;asian;;2.3804307;48.8281136
Pomme de Pain;Pomme de Pain;sandwich;;2.781086;50.2868005
Chick'N Burger;;burger;https://m.facebook.com/Chicknburger/;3.0878504;50.3719927
ALIVE My RESTO;;burger,sandwich,salad,ice_cream,american;http://www.alivemyresto.com;3.952012;43.6465061
Le petit Kale;;kebab;;7.9501955;48.7581737
;;;;5.446648;47.8074204
Serato;;kebab;;6.0163414;47.2533233
Falafel;;lebanese;;7.127624;43.5815803
Pret A Manger;Pret A Manger;sandwich;;2.2983963;48.8700658
Pizza12;;pizza;;3.0826306;44.1126883
Le Quai Bab;;kebab;;3.3948393;47.9819739
Sas Gambetta Food;;french;;3.3948198;47.9794531
Selim Kebab;;kebab;;3.3949519;47.9798063
¡Muchacha!;;empanada;;4.8649615;45.7569641
Les 3 Deux;;sandwich,panini,salad,dessert,coffee,hot_dog;;4.8649034;45.756838
Subway;Subway;sandwich;;0.6537147;48.1854808
Le Safir;;kebab;;1.107182;49.4424352
Kebab Saint-Hilaire;;kebab;;1.1069574;49.4424449
L'Accalmie;;sandwich;;1.0818206;43.6140587
Cyrill;;ice_cream,pizza;;5.0209749;45.561604
Made In Italy;;italian;;2.3037926;48.8990829
Kebab-Galette "Le-Galata";;;;0.202333;49.5037887
Ma Pizza;;pizza;;6.2499804;48.7043663
Kebab L'Ottoman;;;;0.1992245;49.5056924
;;;;7.1147738;48.6701202
Pizza 13;;pizza;;5.3882046;43.3011936
Pizza Gourmet;;pizza;;1.1067828;49.4424635
Kiosque à pizza;;pizza;;1.0847817;43.2109083
Vert ici;;;https://www.vertici.fr/;7.745751;48.583847
Burger Club;;burger;https://www.burger-club.fr/;7.7363766;48.5831648
O'créa crêpes;;pizza,burger,pasta,tacos,kebab;;-4.4998174;48.4010599
Bagel Chef;;;;1.4017039;43.6890828
Gyros;;;;1.4023927;43.6881193
Casino #pause dèj;Casino;;;1.4022778;43.6890938
Pizz & Burg;;pizza,burger;;0.6666605;47.3910602
Pizza Goupil;;pizza,panini,salad;;6.8265479;47.7414367
Snack L'Antalya;;kebab;;6.8269269;47.7408993
L'Olive Bleue;;;;6.8262921;47.7415743
Maxi Pizza;;;;6.8271017;47.7416374
Le Club Sandwich Café;;;;1.4021239;43.6893419
Crep'eat;;;;1.4005881;43.6905847
Antalya- Kebab;;oriental,kebab;;-0.700407;47.8287817
Buns;;fried_chicken;https://buns-france.com/fr;2.2984714;48.8419007
Coco Pizza;;pizza;;-2.7561805;47.6646926
Demi lune food;;kebab;;1.0472406;49.4808332
;;pizza;;1.0474633;49.4809525
;;kebab;;1.0430698;49.4822578
Kebab du Cailly;;kebab;;1.0465115;49.4634689
Delice Food;;sandwich,pizza;;1.0465651;49.4635221
Latavola;;pizza;;5.3501978;45.9580765
Eat chicorée;;;;-1.5708514;47.2111134
Bo Bun Me;;thai;;2.3141953;48.901957
O'Tacos;;;;2.3355655;48.8067095
Pomme de Pain;Pomme de Pain;sandwich;;2.3234173;48.8430473
Hipa Hipa;;poke_bowl;;7.2852048;43.7006224
La Brocherie;;local;;7.2850466;43.7006324
Pizza Gillou;;pizza;;7.2813804;43.7007096
Andalucia;;kebab;;1.0889687;49.4324383
Domino's Pizza;Domino's Pizza;pizza;;2.2834005;48.9659321
Allo pad thaï;;;;7.7406641;48.5837388
Cafétéria;;;;6.6134379;48.0032994
Pizza Charly;;pizza;;5.3793979;43.2964567
;;pizza;;5.3792692;43.2964675
Yolo Smash Burger;;burger;https://yolosmashburger.fr/;7.7710801;48.5835076
L'Etoile;;kebab;;3.0870516;45.7749853
Au Chalet de la Gourmandise;;;;6.819591;47.855555
Gim Gim Kebab;;kebab;;-2.0467004;48.2003965
Greg and Jerry's;;burger;;5.7174329;45.182371
Sharaf food;;;;5.717268;45.1818923
Le Syphax;;kebab;;5.7168721;45.1806991
Le Mendo;;kebab;;5.7174828;45.1825009
Smawls;;burger;https://smawls.fr;5.7163876;45.1791679
Eat & Co;;;;9.451649;42.7044713
Da Vinci pizza;;italian_pizza,pizza;;1.3619716;44.0225856
Minute Pizza;;pizza;;5.7177897;45.1827999
Restaurant Levina;;kebab;;2.2844365;48.9665691
O'burger;;;;5.7062545;45.180286
Tacos et Compagnie;;kebab;;5.7103915;45.1803568
Burger King Toulouse Labège;Burger King;burger;https://www.burgerking.fr/restaurants/q/toulouse-labege;1.5024532;43.5489789
La Cabane;;burger;;4.3902338;45.437583
La grotta;;;;4.3899916;45.4377527
La Corniche;;;;4.3943063;45.4280845
Chez Tito Kebab;;kebab;;0.5452735;46.8148135
Speed Pizza;;pizza;;2.7393796;48.8564408
Compose;;;;2.3662161;48.8806424
King Kebab;;kebab;;0.6465031;46.5688561
Pizza à emporter.;;;;6.6446546;49.1171266
Scugnizzo;;pizza;;6.1449475;45.921738
Le Piccassiette;;sandwich;;2.296432;49.8926554
Sushi Shop;Sushi Shop;sushi;;5.7271315;45.1815906
;;coffee_shop,regional;;4.3356979;44.2586383
Roomies;;;;2.3485862;48.8634333
Papa Chicken;;chicken,burger;;2.2905728;48.9609388
McDonald's;McDonald's;burger;;2.5583853;44.3139622
Bigoss;;kebab;;3.1286376;45.5880822
ISA restauration;;pizza,kebab;;7.7194944;48.5800152
Ozan Kebab;;kebab;;5.0309889;47.3234429
Foch Kebab;;kebab;;5.0312187;47.3234629
My Pizza Delivery;;pizza;;5.0321008;47.3234161
Le Régal;;kebab;;5.0326052;47.3231037
La Pause Vichyssoise;;snack;;3.4335573;46.1364284
Royal Kebab;;kebab;;6.2206173;48.7050666
La Medina;;kebab;;1.0498091;49.4714961
Snack Déville;;kebab;;1.0482903;49.4758037
My Kebab;;kebab;;4.8770043;44.8760015
Les Gourmets de Galilée;;chinese;;2.2969157;48.8703326
Djurdjura;;kebab;;1.0973633;49.4398034
Le Kiosque à Pizzas;Le Kiosque à Pizzas;pizza;;2.9483937;48.3791406
The Endless Burger;;burger;;-1.3760329;47.7195379
Le Kozy;;;;5.7446957;45.1868911
Eat's good;;kebab;;1.0531177;49.4631265
Maitre Panda;;asian;;2.4397238;48.8592966
Ya Da;;asian;;2.4402428;48.8595391
La Cantine Gourmande;;;;2.3716125;48.8641516
Super Délice;;kebab;;2.5078021;48.8846934
Signature;;burger;;2.5139882;48.8829457
Au Four À Bois;;pizza;;-0.245916;44.5532413
Pizza Olto;;pizza;;6.1667495;48.671196
Devran Kebab;;kebab;;2.3141947;48.8999518
Perroquet;;pizza;;6.1686488;48.6922261
Pørtland by Nicolas Adam;;bagel,coffee_shop,crepe,american,french,diner,fish_and_chips,cake,italian_pizza,breakfast,sandwich,tea,bread;;-2.7440831;48.5250463
Green is better;;saladbar;https://www.greenbusinessonly.com/;5.7056215;45.1861068
Le Verre Anis;;sandwich;;6.1676326;48.692333
ChicKebab;;kebab;;6.1480029;49.150383
;;;;1.6147533;50.719399
Pizza Time;;pizza;;2.2953051;48.9619628
Mont Sushi;;japanese;;6.8711751;48.0721593
321 Food;;asian;;2.3090163;48.9719623
;;chicken;;2.3081299;48.9724924
La Station;;kebab;;2.3074693;48.973075
La Sandwicherie;;kebab;;2.3062389;48.9737558
Take & Go;;pizza;;2.3061239;48.9738351
Konya Resto;;kebab;;4.3835808;45.4430876
Pomme de Pain;Pomme de Pain;sandwich;;2.3263077;48.8709175
Tasty Burger;;;;2.3263935;48.871357
Chicken Spot;;;;2.3989364;48.8976287
Le palais de la pizz';;pizza;https://www.lepalaisdelapizz.fr/;0.3687147;46.5718435
Cokot';;chicken;;4.8363602;45.7602928
Restaurant Renommée;;kebab,pizza,sandwich;;2.3753708;48.8249651
Resto des 5 menus;;barbecue;;-0.5680614;44.8353467
Subway;Subway;sandwich;;-2.0849047;47.6499961
Corner'N Street
Bar à desserts;;;;7.7443516;48.5827303
La Marquise;;;;4.9083919;44.4201239
Urban Food;;;;6.1240509;45.9031339
Snack Tee-Py;;;;2.4247573;42.6238537
Doner Kebab Erciyes;;kebab;;7.4823558;48.4613531
Thaï Express;;asian;;-0.5734045;44.8346038
So'Burger;;burger;;2.1438458;43.9273295
;;;;2.9802749;50.3268992
La Dolce Pizza;;pizza;;3.1038909;45.7812143
Kebab de la Gare;;kebab;;3.0995243;45.7789732
Subway;Subway;sandwich;;4.8435165;47.0128499
French Pizza;;pizza;;2.1612961;48.8018962
Emirdag;;;;6.1652715;49.1522938
La Boite à Pizza;;;;-0.4216943;44.9158208
Le Pain Delille;;sandwich;;3.0916304;45.779754
Snack L'Isle Burger Gascon;;snack,burger;;1.0808722;43.6138715
AY pizzas;;pizza;;-0.5696916;44.8351669
Domino's Pizza;Domino's;pizza;;2.2837958;48.9925628
Le Kiosque à Pizzas de Guînes;;;;1.8775366;50.8656544
Pizza Minute;;pizza;http://pizzaminutes.com/;2.8153551;49.4263156
L'Eclipse;;;;5.4460236;43.5271752
Snacks Censier;;;;2.3513226;48.8405802
Efes Kebab;;kebab;;3.0488335;50.6263045
MKF;;grill,kebab,pizza,french_tacos;;4.3889766;45.4324436
;;kebab,burger;;4.6641832;43.8177537
Chez Deniz;;;;6.8286577;47.9570935
bfc;KFC;chicken,burger;;2.4079068;48.9186211
Wok to Walk;Wok to Walk;asian;https://www.woktowalk.com/fr/;1.442045;43.6048273
Naked;;;https://www.nakedfood.fr/;2.5747496;49.0058629
Select;;;;2.7324707;47.9843594
Pizza del Popolo;;pizza;;-2.8365683;47.8879038
Pizza;;;;6.5734202;44.9393897
Mangez-moi;;;;2.3722852;48.8271901
Hoa Patay 82;;sushi;;2.3722304;48.8272247
Subway;Subway;sandwich;;6.2538286;46.1961866
Chez Jo Crêpes à emporter;;regional;;-4.5573199;48.0060493
Subway;Subway;sandwich;;2.4698972;48.8827606
Hoki Sushi;;sushi;;2.3498246;48.6243391
Snack le Sun 7;;;;4.946238;45.6879091
La Pause;;kebab;;-4.327048;48.0931527
O'Tacos;O'Tacos;french_tacos;;2.3280936;48.82888
PizzAbrets;;pizza;https://m.facebook.com/profile.php?id=100054325368645&_rdr;5.5862072;45.5372594
Izmir;;kebab;;5.5849084;45.5372595
Kebab du Scorff;;kebab;;-3.2055627;48.0677772
Mexillico;;mexican;https://mexillico.fr/;6.1811871;48.6928222
Web Pizza;;pizza;;2.1466737;48.8531297
Don Camillo;;pizza;;-0.2450872;44.5525086
Marmiton;;pizza;;1.6018038;50.7248512
L’Oasis Kebab;;kebab;;5.731345;45.1928973
Slice;;;;4.8109929;43.949301
Snack La Casita;;;;-1.6602189;43.3921599
Le Brunch;;;;-1.6608844;43.3918026
Le Boka;;;https://www.leboka.fr/;-1.6635528;43.3875762
Fougasserie Saint Jacques;;;;-1.660235;43.3900216
Chez Jean Phi;;;;-1.6628413;43.3897922
Pizzeria Jeff;;pizza;;5.4227573;43.2532235
31 Burger Street;;;https://www.facebook.com/31BurgerStreet/;1.300612;43.7592329
Pizzeria Bella Italia;;pizza;;-1.7510284;43.3698579
Pizza Landes;;pizza;;-0.5044981;43.9026533
Farouj;;;;2.3967241;48.7824412
Bella Pizza;;pizza;;6.7172513;43.69161
Istanbul Kebab House;;kebab;;2.5818868;48.5962061
Le Village;;kebab;;2.2728666;48.8237339
Uncle Jack by Issy Fast Burger;;burger,kebab,tex-mex;https://www.issyfastburger.fr/;2.2734886;48.8240387
I'Tacos 92;;kebab;;2.2683305;48.8227464
Royal Kebab;Royal Kebab;kebab;;1.1028021;49.4410624
Marcigny kebab bar;;;;4.0410892;46.2748164
Cappadoce grill;;;;4.9691829;45.6765892
Le Kiosque à Pizza;;italian;;1.2191156;45.810382
Burger Rochois;;burger;https://www.burger-rochois.com/;6.311271;46.0657166
Pizza +;;pizza;;6.3128897;46.0656937
Al Baraka;;;;6.308816;46.0662541
L'escale;;;;6.30906;46.0661817
Le National;;;;6.3090055;46.066285
Efsane;;kebab;;6.3133401;46.0663893
Snack Le Bowl;;;;5.3750807;43.2518812
21 Burger S;;american;https://www.facebook.com/21burgers/;5.0760881;45.5564838
Erbil Kebab;;kebab;;1.0878438;49.9276523
Landipizz;;pizza;;-0.4123949;44.5670825
McDonald's;McDonald's;burger;;6.4085359;46.0732168
;;sandwich;;1.4644945;48.4399761
;;pizza;;1.4645881;48.4399877
Fleur du Liban;;;;2.267343;48.8250684
So Nat;;regional;;2.3385186;48.8763874
La Cantine du Brusc;;burger;;5.8044016;43.0764376
Subway;Subway;sandwich;;1.4439226;43.5999655
Fête à Crêpes;;crepe;http://feteacrepe.fr;2.440672;48.9148437
Street Food Landes;;;;-1.05197;43.7197468
Domino's Pizza;Domino's Pizza;pizza;;1.9002489;47.8626864
Quick;Quick;burger;;2.4171962;48.9274875
Steak n Shake;;burger;;-0.5564374;44.8638092
Pizza price;;;;1.6093799;50.7192807
Starling Burgers Centre;;burger;https://starling-burgers.com/;7.7429864;48.5831798
Boom Burger;;;;4.9221312;45.6999021
Sema Kebab;;;;4.9273863;45.6955332
Latino Pizza;;;;4.9277863;45.6952159
Maxi tacos;;;;3.0915615;45.779749
Croq Express;;kebab;;3.0955423;45.7775325
;;;;2.4707516;48.887199
Kebab;;;;1.294963;45.8282668
The Chicken;;chicken;;5.7289438;45.1900462
Cappacloce;;;;5.7248491;45.1915445
Pizza 51;;pizza;https://www.pizza51.fr;5.7076805;45.179865
Subway;Subway;sandwich;;5.2301377;43.417807
L'Hermitage;;pizza;;5.2303809;43.4178831
chicken boubou;;;;5.2140524;43.4181077
O’CroqVert;;salad_bar;;5.2035398;43.4060804
Chez Diego;;regional;;5.2129018;43.414569
Snack Aras spécialités turques;;turkish;;5.2149966;43.4157175
Star Kebab;;regional;;5.2149805;43.4155091
Le First;;;;1.1068843;49.4424548
L'Escale point chaud;;;;-2.4262849;47.3277081
Rôtisserie;;;;-0.9376904;44.6021754
McDonald's;McDonald's;burger;;0.3250133;46.6013733
Subway;Subway;sandwich;;3.2917228;48.1719394
Domino's Pizza;Domino's Pizza;pizza;;2.2782043;48.8845512
Le Détaillant;;sandwich;http://le-detaillant.fr/;1.4406747;43.6005871
Best Of;;american;http://www.bestofhalal.fr;1.3944744;43.5800279
Le Coin du Grill;;;;7.7431379;48.5837254
Lanterne;;kebab;;7.7470652;48.581705
Class'croute;Class'croute;sandwich,salad;;4.8896779;43.9162788
Domino's;Domino's;pizza;;-2.4262707;47.3290018
Pizza Mireille;;;;0.2028688;45.665686
Snack Muzo;;kebab;;7.7790682;48.5658652
Island Poké;;ramen,thai;https://restaurants.islandpoke.com/poke-rennes-saint-michel/;-1.6814623;48.1132754
Tacos de Lyon;;kebab;;5.7310951;45.1928875
Caracol Café;;salad,wraps,bagel,soup;;4.8542833;45.7529387
King Naan;;kebab;;5.7256989;45.1756353
Street food;;;;2.5488486;48.6669714
Chick'n Thai;;;;2.5437082;48.6679782
Andiamo Pizza;;pizza,burger,tacos;;2.5441738;48.6676531
HFC;;burger,kebab,tacos,naan;;-0.5936084;44.802578
G LA DALLE;;burger,hal;;-0.6030655;44.7959028
Kebab Express;;kebab;;1.8742904;48.0264559
House Food Chicken;;chicken,burger;;-1.6735201;48.1046917
Zelal;;kebab;;-1.6734834;48.1045776
La Rose de Paris;;kebab;;2.3622972;48.893888
La Halle aux Pizzas;;;;0.0837641;48.4309306
La Base;;pizza;;2.3083954;48.8979594
Al Baraka;;sandwich;;2.3077015;48.8984791
Le Menhir;;crepe;;-0.2451056;44.5514099
Le Kiosque à Pizzas;;pizza;;-0.2421095;44.5423123
Casa Nova;;pizza;;3.0944621;45.7631206
Banh Mi;;vietnamese;;3.0794784;45.7751692
31 Pizz;;pizza;;1.4313215;43.6208169
Le Bosphore;;kebab;;3.6167171;47.9913155
Crousti'cho;;sandwich;;3.617151;47.9926671
La Boîte à Pizza;La Boîte à Pizza;pizza;;-0.5932067;44.8034583
Express Orient;;kebab;https://expressorient.github.io/site;2.1479373;43.9289551
Chez ToTo;;pizza;;-1.6241225;47.0588653
Bordeaux Istanbul;;turkish;;-0.5780251;44.8310718
Vero pizzeria;;pizza;;2.1871197;48.8080677
Sweet & Co.;;;;6.1786456;48.6891404
McDonald's;McDonald's;burger;https://www.mcdonalds.fr/;1.0900882;49.4419442
Canal Burger;;burger;;2.4017107;48.8942949
Mezzo di Pasta;;;;-0.0791785;43.229789
Vesta Kebap;;kebab;;-1.5510578;47.2036499
HFC;;fried_chicken;https://www.hfc-restaurant.com/;-0.5665249;44.7860717
Snack Étoile;;kebab;;7.7519534;48.5679059
Ada Kebab;;kebab;;3.5139448;47.9639673
Allo Di Napoli Crono Pronto;;;;3.5177386;47.9640837
La Bonne Tradition;;sandwich;;2.3837811;48.8448922
Kaliente;;;;2.35049;48.8835987
Royal Tacos;;;;0.6197196;44.2079643
Pizza Oliva;;pizza;;0.6234796;44.2055336
Orient express;;;;0.6141745;44.2002824
Naoppé;;bento;;2.3479124;48.8746401
E. Koffee;;fast_food;;4.3675009;43.831932
La Sicilienne;;pizza;http://www.lasicilienne.fr/;2.3986769;48.84236
My Tacos My Kebab;;kebab;;-0.9638511;45.9379129
Pâtes Café;;;;-0.9619242;45.9360726
Pizza firmis;;pizza;https://pizza-firmis-toulouse.eatbu.com/?lang=fr;1.4831451;43.5865962
Bagelstein;Bagelstein;;https://www.bagelstein.com/restaurant/rochefort-duvivier/;-0.9614432;45.9360199
Aux petits oignons;;burger;;5.4505199;43.529013
Le Pacha;;pizza,turkish;;6.1697932;49.1342203
;;pizza;http://www.pizzallotof.com;4.3087491;49.4093268
;;pizza;http://www.pizzallotof.com;4.7485382;49.4298277
;;pizza;http://www.pizzallotof.com;4.7455088;49.3105824
;;pizza;http://www.pizzallotof.com;4.4997803;49.3547805
California;;pizza;http://www.pizzacalifornia54.fr/;6.1894753;48.6932735
L'Incontournable;;;;5.8655402;45.6410731
Chez Coco;;;;-2.0374555;47.0805801
Mill'et une Pate;;;;-2.0379711;47.0806271
Snack le cactus;;;;3.7981276;43.5576619
Le Four à Pizza;;pizza;;-1.5306419;47.1480523
Snack Meliss;;;;7.4936588;48.4872932
Paul;;;;4.3659829;43.8324772
Chez Zhou;;chinese;;1.3759466;49.01149
Bon'âp Burger;;kebab;;1.4621764;43.5754659
Shawrma Lovers;;syrian;;2.3504971;48.8595412
City Cafétéria Snack;;;;4.390656;45.4263914
;;;;2.8973555;44.0511965
Chipotle;Chipotle;mexican;;2.3440149;48.8513457
Kebab Chez Nous;;;;7.085861;49.110109
Class'croute;;;;-1.1853737;46.7876864
Domino's;Domino's;pizza;;1.9735386;48.8285772
Subway;Subway;sandwich;;1.9733907;48.8286968
Jules & John's;Jules & John's;burger;;0.6311996;44.1777133
Le 124;;burger,tacos,beef_bowl,pasta,salad,hot_dog;https://le124.fr/;6.1775621;49.1076371
Tutto Pasta;;;;4.9468173;49.7002927
Le Mozaïk;;kebab;;4.944849;49.7022519
Porzione di Capri;;pizza;;2.3498357;48.8398251
Mama Lin;;chinese;;2.3721357;48.8275961
S'wich Coffee;;;;-3.1502324;48.5612911
Le KL;;sandwich;;6.9305898;44.0952911
Arepado;;sandwich,mexican,peruvian;https://arepado.com/;4.8639877;45.763612
Takuto;;;https://www.takuto.fr;2.3370297;48.854131
Crousti Dôme;;;;3.0818018;45.7794343
Panorama;;;;3.0816142;45.779756
Crousti Coq;;;;7.4456;48.6374692
Five Guys;Five Guys;burger;;2.7834118;48.8678717
Big M;;;;3.8880678;43.5861904
Chorouk;;pizza,burger,sandwich,chicken;;-1.3760982;47.7201981
Le Royal Kebap;;kebab;;-1.3755613;47.7205182
Mazette;;organic;;3.9745367;43.6502182
100 Fa 100;;kebab,moroccan;;6.1829922;49.1176497
O'Tacos;O'Tacos;mexican;;2.7813207;50.292219
Food House;;indian;;1.1006106;49.4407167
Sama Loubane;;;;2.3400758;48.8454532
Happy Snack;;asian;;2.3401146;48.8455287
Chouchou;;;;2.354245;48.869765
Snack 116;;;;2.3506242;48.8840453
La Naupalée;;;;-0.5743892;44.8527973
Pizzeria Mirabella;;pizza;;-0.5743377;44.8549439
Fortiche Club;;sandwich;;-0.5705098;44.8393699
Le Soleil du Maghreb;;kebab;;1.0872085;49.4315007
McDonald's;McDonald's;burger;https://www.mcdonalds.fr/;1.0864059;49.4312605
;;arab;;1.6026585;50.7246563
Crousti Pizza;;;;2.1262355;48.7261379
My Sandwish;;sandwich;;5.7390458;45.1991831
B-Chef;;;;3.0817793;45.7784749
Subway;Subway;sandwich;;-0.265655;44.5445645
Pizza Delice;;pizza;https://www.pizzadelicerouen.fr;1.0736411;49.4318163
Sushi n'aime Que Toi;;sushi;https://www.sushiaimequetoi.fr/;-0.2458734;44.5539384
Los Pollos;;;;2.1696107;48.9387263
Koko Pizza;;pizza;https://www.facebook.com/KOKO-PIZZA-163789037105899/;5.9425087;43.1219091
;;;;4.7122911;45.9456271
;;sandwich,pizza,pasta;;-0.6049984;43.1976923
Pret A Manger;Pret A Manger;sandwich;;2.3414504;48.8617462
pizza franceschi;;pizza;;5.4055252;43.268287
La Romita;;;;1.0479217;45.3373617
Est Tacos;;;;-1.4884093;47.2115052
Cyber Café;;;;-0.6246324;43.189904
Ban Sushi;;sushi;;-2.3974147;47.2854084
Restaurant Magnifique;;kebab;;2.3487668;48.9348458
La Finale;;;;2.3554514;48.9304251
Chicken Café;;burger;;2.3162919;48.953148
Family Burger;;burger;;2.3164786;48.952948
;;kebab;;2.3272473;48.9504398
Royal Snack;;;;2.3301424;48.9498709
Pizza King;Pizza King;pizza;;2.3309283;48.9496704
KFC;KFC;chicken;;4.4137949;45.4555428
Le Pacha;;kebab;https://www.lepacharomans.com/;5.0486447;45.0474778
Delicato;;waffle;;-0.5737634;44.8368083
Crous Moovy Market' #2;;;;-0.6168439;44.7962441
Pizzeria Chez Alain;;pizza;;4.4299705;43.6774535
Trouva;;kebab;;1.6031687;50.7260824
Tacos Grill;;;https://tacosgrill.eatbu.com/?lang=fr;4.3567563;43.8364954
snack pyramides;;kebab;;1.6063643;50.7257675
Pizza Sprint;;pizza;;-4.4023268;48.4337209
